Institution Name_x,State Abbreviation,MSI Status,MSI Type,Average Work Study Award,Student Family Earnings Ceiling,Affordability Gap (net price minus income earned working 10 hrs at min wage),100% TTD Affordability Gap,Student Parent Affordability Gap: Center-Based Care,100% TTD Student Parent Affordability Gap: Center-Based Care,State,Latitude,Longitude,Admissions Website,Percent of Undergraduates Age 25 to 64,Percent of American Indian or Alaska Native Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Average Cost of Attendance In-State,Average Cost of Attendance Out-of-State,"Average Net Price for Low-Income Students, 2020-21",Median Debt for Dependent Students,Median Debt for Independent Students,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Students Working and Not Enrolled 10 Years After Entry
Oakland University,MI,1.0,Not MSI,2082.0,30000.0,4179.0,16716.0,19637.8,78551.2,Michigan,42.67,-83.22,www.oakland.edu/futurestudents,16.0,0.0,6.0,8.0,5.0,0.0,71.0,58.0,42.0,0.097143,0.034571,0.037714,0.033143,0.245143,0.191143,25253.33333,36027.33333,8347.0,17500.0,20129.0,51482.0,58586.0,47921.5
Northland College,WI,1.0,Not MSI,1774.0,30000.0,13742.0,54968.0,31084.63,124338.52,Wisconsin,46.58,-90.87,https://www.northland.edu/admissions/,5.0,2.0,1.0,4.0,9.0,0.0,71.0,53.0,47.0,0.141593,0.00885,0.053097,0.035398,0.0,0.053097,49802.66667,49802.66667,14754.0,15472.0,19096.0,40697.0,28976.0,47921.5
Western Michigan University,MI,1.0,Not MSI,2082.0,30000.0,4732.0,18928.0,20190.8,80763.2,Michigan,42.28,-85.61,https://wmich.edu/admissions/,10.0,0.0,2.0,9.0,9.0,0.0,69.0,50.0,50.0,0.07688,0.0,0.039707,0.030414,0.121656,0.237398,24687.66667,28021.66667,12964.0,19500.0,25000.0,49840.0,46402.0,47921.5
Marquette University,WI,1.0,Not MSI,1774.0,30000.0,14739.0,58956.0,32081.63,128326.52,Wisconsin,43.04,-87.93,www.marquette.edu/admissions,1.0,0.0,6.0,4.0,15.0,0.0,68.0,56.0,44.0,0.175328,0.0,0.029921,0.105512,0.084514,0.229921,60088.66667,60088.66667,16410.0,20500.0,22977.0,72589.0,61583.0,47921.5
Marian University,WI,1.0,Not MSI,1774.0,30000.0,20530.0,82120.0,37872.63,151490.52,Wisconsin,43.78,-88.42,https://www.marianuniversity.edu/admission/,18.0,1.0,1.0,6.0,9.0,0.0,72.0,66.0,34.0,0.055147,0.0,0.113971,0.0,0.323529,0.143382,37703.33333,37703.33333,16917.0,17500.0,18457.0,48150.0,51560.0,47921.5
University of Wisconsin-Stevens Point,WI,1.0,Not MSI,1774.0,30000.0,4328.0,17312.0,21670.63,86682.52,Wisconsin,44.53,-89.57,https://www.uwsp.edu/admissions/,9.0,0.0,3.0,2.0,4.0,0.0,86.0,57.0,43.0,0.072416,0.002633,0.119157,0.063199,0.096774,0.116524,16766.33333,25470.33333,8987.0,15245.0,17247.0,46066.0,43121.0,47921.5
Wayne State University,MI,0.0,AANAPII,2082.0,30000.0,7512.0,30048.0,22970.8,91883.2,Michigan,42.36,-83.07,https://wayne.edu/admissions,16.0,0.0,13.0,16.0,6.0,0.0,55.0,59.0,41.0,0.0761,0.003482,0.052723,0.042527,0.161403,0.212634,27674.33333,43644.33333,12475.0,15000.0,21365.0,46376.0,47459.0,47921.5
Siena Heights University,MI,1.0,Not MSI,2082.0,30000.0,11704.0,46816.0,27162.8,108651.2,Michigan,41.91,-84.02,www.sienaheights.edu/Admissions.aspx,31.0,1.0,1.0,10.0,7.0,0.0,60.0,58.0,42.0,0.024922,0.043614,0.02648,0.003115,0.300623,0.211838,39114.33333,39114.33333,20502.0,14494.0,15625.0,43804.0,54620.0,47921.5
Saginaw Valley State University,MI,1.0,Not MSI,2082.0,30000.0,5720.0,22880.0,21178.8,84715.2,Michigan,43.51,-83.96,www.svsu.edu/apply/undergraduate/,11.0,0.0,1.0,8.0,5.0,0.0,76.0,64.0,36.0,0.053175,0.014286,0.069048,0.020635,0.238095,0.188889,21834.0,36848.0,11209.0,17910.0,18750.0,45892.0,47269.0,47921.5
Viterbo University,WI,1.0,Not MSI,1774.0,30000.0,12154.0,48616.0,29496.63,117986.52,Wisconsin,43.8,-91.24,www.viterbo.edu/admissions-and-aid,25.0,0.0,2.0,9.0,6.0,0.0,77.0,77.0,23.0,0.037221,0.007444,0.059553,0.0,0.506203,0.191067,39830.0,39830.0,13229.0,21000.0,23256.0,47922.0,54212.0,47921.5
University of Wyoming,WY,1.0,Not MSI,1769.0,30000.0,3102.0,12408.0,20232.44,80929.76,Wyoming,41.31,-105.58,www.uwyo.edu/admissions/,16.0,1.0,1.0,1.0,8.0,0.0,77.0,53.0,47.0,0.106576,0.015873,0.081633,0.056236,0.087075,0.149206,17559.66667,32109.66667,3597.0,11000.0,14067.0,50832.0,50338.0,47921.5
Michigan State University,MI,1.0,Not MSI,2082.0,30000.0,3294.0,13176.0,18752.8,75011.2,Michigan,42.73,-84.48,https://admissions.msu.edu/,2.0,0.0,7.0,7.0,6.0,0.0,68.0,52.0,48.0,0.130053,0.003704,0.022857,0.093228,0.035556,0.165503,26175.33333,51987.33333,129.0,19500.0,19584.0,61616.0,54102.0,47921.5
University of Michigan-Ann Arbor,MI,1.0,Not MSI,2082.0,30000.0,101.0,404.0,15559.8,62239.2,Michigan,42.28,-83.74,https://admissions.umich.edu/,2.0,0.0,17.0,4.0,7.0,0.0,53.0,51.0,49.0,0.1598,0.008045,0.008776,0.111897,0.038518,0.078986,29879.33333,66933.33333,4692.0,17125.0,11467.0,76222.0,70168.0,47921.5
University of Wisconsin-Madison,WI,1.0,Not MSI,1774.0,30000.0,833.0,3332.0,18175.63,72702.52,Wisconsin,43.08,-89.4,https://www.admissions.wisc.edu/,4.0,0.0,9.0,2.0,7.0,0.0,65.0,53.0,47.0,0.130177,0.0,0.022191,0.111986,0.058315,0.151593,23235.33333,51123.33333,3753.0,18500.0,14399.0,66150.0,55734.0,47921.5
University of Wisconsin-Superior,WI,1.0,Not MSI,1774.0,30000.0,4569.0,18276.0,21911.63,87646.52,Wisconsin,46.72,-92.09,https://www.uwsuper.edu/admissions/,28.0,2.0,1.0,2.0,4.0,0.0,81.0,65.0,35.0,0.061927,0.0,0.272936,0.020642,0.013761,0.194954,17936.66667,25509.66667,9089.0,13750.0,15760.0,43855.0,41676.0,47921.5
University of Michigan-Flint,MI,1.0,Not MSI,2082.0,30000.0,1169.0,4676.0,16627.8,66511.2,Michigan,43.02,-83.69,www.umflint.edu/admissions/,30.0,1.0,2.0,13.0,6.0,0.0,68.0,64.0,36.0,0.074402,0.0,0.045173,0.031887,0.369353,0.15589,23576.66667,35800.66667,7356.0,16250.0,20000.0,45047.0,48600.0,47921.5
Michigan Technological University,MI,1.0,Not MSI,2082.0,30000.0,196.0,784.0,15654.8,62619.2,Michigan,47.12,-88.55,https://www.mtu.edu/admissions/,3.0,0.0,2.0,1.0,3.0,0.0,86.0,29.0,71.0,0.603581,0.0,0.0,0.005115,0.012788,0.071611,28325.0,49471.0,7006.0,19750.0,25000.0,73708.0,61189.0,47921.5
Lake Superior State University,MI,1.0,Not MSI,2082.0,30000.0,5124.0,20496.0,20582.8,82331.2,Michigan,46.49,-84.37,www.lssu.edu/admissions/,10.0,6.0,1.0,1.0,1.0,0.0,47.0,56.0,44.0,0.093664,0.016529,0.060606,0.030303,0.099174,0.15978,22655.33333,22655.33333,8224.0,14736.0,17500.0,44696.0,41764.0,47921.5
Madonna University,MI,1.0,Not MSI,2082.0,30000.0,5984.0,23936.0,21442.8,85771.2,Michigan,42.38,-83.4,https://www.madonna.edu/admissions,26.0,0.0,3.0,9.0,5.0,0.0,65.0,64.0,36.0,0.034226,0.026786,0.019345,0.004464,0.441964,0.174107,37493.33333,37493.33333,14831.0,15000.0,22501.0,49813.0,50743.0,47921.5
Lawrence Technological University,MI,1.0,Not MSI,2082.0,30000.0,26503.0,106012.0,41961.8,167847.2,Michigan,42.47,-83.25,www.ltu.edu/futurestudents/,9.0,0.0,3.0,10.0,3.0,0.0,53.0,32.0,68.0,0.425876,0.0,0.0,0.0,0.045822,0.072776,51318.0,51318.0,30111.0,18945.0,26232.0,65285.0,76626.0,47921.5
University of Wisconsin-Parkside,WI,1.0,Not MSI,1774.0,30000.0,1926.0,7704.0,19268.63,77074.52,Wisconsin,42.65,-87.86,https://www.uwp.edu/apply/admissions/,20.0,0.0,3.0,7.0,20.0,0.0,63.0,57.0,43.0,0.059271,0.013678,0.047112,0.072948,0.06231,0.240122,17388.66667,25658.66667,7209.0,12000.0,18750.0,43526.0,42075.0,47921.5
University of Wisconsin-River Falls,WI,1.0,Not MSI,1774.0,30000.0,5895.0,23580.0,23237.63,92950.52,Wisconsin,44.85,-92.62,https://www.uwrf.edu/admissions/,7.0,0.0,3.0,1.0,4.0,0.0,88.0,66.0,34.0,0.070674,0.0,0.156783,0.062551,0.022746,0.13485,17257.33333,24830.33333,8285.0,14108.0,17125.0,47547.0,46420.0,47921.5
University of Wisconsin-Platteville,WI,1.0,Not MSI,1774.0,30000.0,5041.0,20164.0,22383.63,89534.52,Wisconsin,42.73,-90.49,https://www.uwplatt.edu/admission/,9.0,0.0,1.0,2.0,5.0,0.0,89.0,37.0,63.0,0.342514,0.004237,0.050847,0.009887,0.0,0.141243,18587.33333,27226.33333,8569.0,16000.0,12480.0,52817.0,52863.0,47921.5
University of Wisconsin-Milwaukee,WI,1.0,Not MSI,1774.0,30000.0,7235.0,28940.0,24577.63,98310.52,Wisconsin,43.08,-87.88,uwm.edu/admission/,17.0,0.0,7.0,7.0,14.0,0.0,65.0,55.0,45.0,0.074462,0.0,0.064247,0.044355,0.123656,0.214785,21036.66667,32901.66667,11108.0,15250.0,17255.0,50293.0,52559.0,47921.5
University of Wisconsin-La Crosse,WI,1.0,Not MSI,1774.0,30000.0,3173.0,12692.0,20515.63,82062.52,Wisconsin,43.82,-91.23,www.uwlax.edu/admissions/,2.0,0.0,2.0,1.0,4.0,0.0,89.0,58.0,42.0,0.137678,0.024498,0.074473,0.076433,0.097501,0.215581,15856.33333,24675.33333,7924.0,17687.0,18502.0,53921.0,57166.0,47921.5
University of Wisconsin-Green Bay,WI,1.0,Not MSI,1774.0,30000.0,5117.0,20468.0,22459.63,89838.52,Wisconsin,44.53,-87.92,www.uwgb.edu/admissions/,19.0,1.0,4.0,2.0,7.0,0.0,80.0,68.0,32.0,0.037606,0.069839,0.05449,0.034536,0.10284,0.23254,17117.66667,25335.66667,9403.0,10999.0,13293.0,45278.0,49126.0,47921.5
Northwestern Michigan College,MI,1.0,Not MSI,2082.0,30000.0,-256.0,-1024.0,15202.8,60811.2,Michigan,44.77,-85.59,https://www.nmc.edu/admissions/index.html,30.0,1.0,1.0,1.0,4.0,0.0,80.0,55.0,45.0,0.076923,0.0,0.0,0.0,0.0,0.0,17695.66667,19967.66667,5209.0,5500.0,9500.0,35271.0,33233.0,36041.0
Northern Michigan University,MI,1.0,Not MSI,2082.0,30000.0,4273.0,17092.0,19731.8,78927.2,Michigan,46.56,-87.41,https://www.nmu.edu/admissions/,10.0,1.0,1.0,2.0,4.0,0.0,85.0,59.0,41.0,0.096469,0.000861,0.078381,0.05168,0.158484,0.174849,23566.66667,29062.66667,9869.0,14000.0,15357.0,42594.0,35961.0,47921.5
University of Wisconsin-Oshkosh,WI,1.0,Not MSI,1774.0,30000.0,5607.0,22428.0,22949.63,91798.52,Wisconsin,44.03,-88.55,https://admissions.uwosh.edu/,9.0,0.0,4.0,2.0,6.0,0.0,82.0,59.0,41.0,0.053925,0.019772,0.10006,0.046735,0.187537,0.162373,17605.0,25178.0,9955.0,13500.0,16875.0,48763.0,47067.0,47921.5
Rochester University,MI,1.0,Not MSI,2082.0,30000.0,10891.0,43564.0,26349.8,105399.2,Michigan,42.67,-83.14,https://rochesteru.edu/admissions/,23.0,1.0,2.0,17.0,4.0,0.0,67.0,62.0,38.0,0.027778,0.0,0.356481,0.0,0.074074,0.185185,33397.33333,33397.33333,22616.0,15000.0,17394.0,38628.0,42795.0,47921.5
Minneapolis College of Art and Design,MN,1.0,Not MSI,2355.0,30000.0,15872.0,63488.0,35797.14,143188.56,Minnesota,44.96,-93.27,https://mcad.edu/admissions-aid,6.0,2.0,8.0,6.0,10.0,0.0,64.0,68.0,32.0,0.0,0.0,0.0,0.0,0.0,0.047297,52908.66667,52908.66667,23033.0,16750.0,19875.0,40557.0,44198.0,47921.5
University of Minnesota-Crookston,MN,1.0,Not MSI,2355.0,30000.0,-1294.0,-5176.0,18631.14,74524.56,Minnesota,47.8,-96.61,https://crk.umn.edu/units/admissions,33.0,1.0,3.0,3.0,4.0,0.0,76.0,58.0,42.0,0.026316,0.0,0.052632,0.0,0.12201,0.437799,22170.66667,22170.66667,5174.0,12000.0,14513.0,45889.0,55610.0,47921.5
University of Minnesota-Twin Cities,MN,0.0,AANAPII,2355.0,30000.0,2222.0,8888.0,22147.14,88588.56,Minnesota,44.97,-93.24,https://admissions.tc.umn.edu/,6.0,0.0,11.0,7.0,5.0,0.0,62.0,55.0,45.0,0.11157,0.000118,0.045809,0.115466,0.043802,0.101771,25771.33333,44335.33333,6720.0,16500.0,18750.0,61448.0,59811.0,47921.5
Potomac State College of West Virginia University,WV,1.0,Not MSI,1902.0,30000.0,659.0,2636.0,16728.49,66913.96,West Virginia,39.44,-78.98,https://admissions.potomacstatecollege.edu/home,10.0,0.0,1.0,6.0,3.0,0.0,81.0,53.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,14170.0,21322.0,6197.0,15000.0,14774.0,52314.0,45891.0,36041.0
Marshall University,WV,1.0,Not MSI,1902.0,30000.0,170.0,680.0,16239.49,64957.96,West Virginia,38.42,-82.43,https://www.marshall.edu/admissions/,12.0,0.0,1.0,5.0,2.0,0.0,84.0,59.0,41.0,0.055366,0.125769,0.079289,0.024607,0.196856,0.160629,20735.0,31789.0,5986.0,16697.0,19176.0,41774.0,41500.0,47921.5
Hamline University,MN,1.0,Not MSI,2355.0,30000.0,12971.0,51884.0,32896.14,131584.56,Minnesota,44.97,-93.16,www.hamline.edu/general-admission/,5.0,0.0,8.0,11.0,12.0,0.0,57.0,64.0,36.0,0.103139,0.0,0.03139,0.165919,0.0,0.159193,55401.0,55401.0,15609.0,15750.0,16688.0,53767.0,56288.0,47921.5
Shepherd University,WV,1.0,Not MSI,1902.0,30000.0,2838.0,11352.0,18907.49,75629.96,West Virginia,39.43,-77.8,www.shepherd.edu/admissions,13.0,0.0,2.0,8.0,7.0,0.0,73.0,60.0,40.0,0.057348,0.123656,0.080645,0.073477,0.137993,0.116487,19307.66667,29747.66667,7457.0,13551.0,18700.0,45900.0,44399.0,47921.5
Salem University,WV,1.0,Not MSI,1902.0,30000.0,7812.0,31248.0,23881.49,95525.96,West Virginia,39.29,-80.57,https://www.salemu.edu/future-students,47.0,0.0,1.0,21.0,8.0,1.0,42.0,53.0,47.0,0.056338,0.0,0.007042,0.0,0.035211,0.640845,21750.0,21990.0,18399.0,12550.0,7532.0,33498.0,29493.0,36041.0
Minnesota State University Moorhead,MN,1.0,Not MSI,2355.0,30000.0,8220.0,32880.0,28145.14,112580.56,Minnesota,46.87,-96.76,https://www.mnstate.edu/Admissions/,18.0,1.0,2.0,5.0,4.0,0.0,80.0,62.0,38.0,0.053678,0.0,0.172962,0.031809,0.109344,0.200795,20607.33333,28703.33333,13093.0,15000.0,16500.0,47105.0,47175.0,47921.5
University of Charleston,WV,1.0,Not MSI,1902.0,30000.0,16288.0,65152.0,32357.49,129429.96,West Virginia,38.33,-81.62,www.ucwv.edu/Admissions/,51.0,2.0,2.0,10.0,6.0,0.0,59.0,41.0,59.0,0.047538,0.013582,0.013582,0.020374,0.117148,0.651952,42900.0,42900.0,19632.0,12000.0,10000.0,49102.0,35272.0,47921.5
Bluefield State University,WV,0.0,HBCU,1902.0,30000.0,6321.0,25284.0,22390.49,89561.96,West Virginia,37.27,-81.24,https://bluefieldstate.edu/admissions,23.0,0.0,1.0,14.0,2.0,0.0,78.0,60.0,40.0,0.196078,0.156863,0.176471,0.03268,0.222222,0.091503,19837.66667,27035.66667,9019.0,9712.0,16650.0,38017.0,33293.0,47921.5
University of Minnesota-Morris,MN,0.0,NANTI,2355.0,30000.0,-5584.0,-22336.0,14341.14,57364.56,Minnesota,45.59,-95.9,https://morris.umn.edu/admissions-aid,4.0,10.0,2.0,3.0,6.0,0.0,56.0,57.0,43.0,0.17004,0.004049,0.064777,0.089069,0.0,0.105263,22540.66667,24632.66667,2553.0,12000.0,9005.0,47549.0,44791.0,47921.5
University of Minnesota-Duluth,MN,1.0,Not MSI,2355.0,30000.0,1353.0,5412.0,21278.14,85112.56,Minnesota,46.82,-92.08,https://admissions.d.umn.edu/undergraduate-admissions,3.0,1.0,3.0,2.0,3.0,0.0,75.0,50.0,50.0,0.137255,0.0,0.064562,0.057867,0.037781,0.181253,23262.0,28560.0,6283.0,15784.0,18750.0,54968.0,51525.0,47921.5
Western Washington University,WA,1.0,Not MSI,3138.0,30000.0,6541.0,26164.0,27092.35,108369.4,Washington,48.74,-122.49,admissions.wwu.edu/,8.0,0.0,6.0,2.0,11.0,0.0,68.0,57.0,43.0,0.05725,0.001438,0.052934,0.109033,0.046893,0.132624,22176.0,39403.0,3885.0,13767.0,17049.0,55490.0,52762.0,47921.5
Davis & Elkins College,WV,1.0,Not MSI,1902.0,30000.0,13130.0,52520.0,29199.49,116797.96,West Virginia,38.93,-79.85,www.dewv.edu/admissions/,8.0,0.0,1.0,4.0,2.0,0.0,36.0,59.0,41.0,0.042553,0.0,0.070922,0.092199,0.163121,0.198582,40982.66667,40982.66667,17470.0,15661.0,14250.0,38274.0,48585.0,47921.5
Whitworth University,WA,1.0,Not MSI,3138.0,30000.0,11617.0,46468.0,32168.35,128673.4,Washington,47.75,-117.42,https://www.whitworth.edu/cms/administration/admissions,3.0,1.0,4.0,2.0,13.0,1.0,63.0,59.0,41.0,0.073922,0.008214,0.078029,0.119097,0.049281,0.12731,60943.66667,60943.66667,17296.0,19250.0,26864.0,59230.0,44600.0,47921.5
Glenville State University,WV,1.0,Not MSI,1902.0,30000.0,8228.0,32912.0,24297.49,97189.96,West Virginia,38.94,-80.83,www.glenville.edu/admissions,18.0,1.0,1.0,12.0,2.0,0.0,79.0,46.0,54.0,0.034483,0.068966,0.091954,0.0,0.0,0.304598,20805.33333,22433.33333,12398.0,12000.0,9500.0,37480.0,29398.0,47921.5
Fairmont State University,WV,1.0,Not MSI,1902.0,30000.0,3369.0,13476.0,19438.49,77753.96,West Virginia,39.48,-80.16,https://www.fairmontstate.edu/admit/,16.0,0.0,0.0,4.0,1.0,0.0,89.0,59.0,41.0,0.124606,0.056782,0.048896,0.069401,0.12776,0.148265,17740.0,26998.0,8697.0,11750.0,16020.0,36820.0,33280.0,47921.5
Minnesota State University-Mankato,MN,1.0,Not MSI,2355.0,30000.0,6880.0,27520.0,26805.14,107220.56,Minnesota,44.15,-94.0,https://mnsu.edu/future-students/,12.0,0.0,4.0,6.0,5.0,0.0,72.0,55.0,45.0,0.056712,0.0,0.079967,0.033048,0.170951,0.212158,18544.66667,27598.66667,11807.0,15000.0,13459.0,52099.0,48772.0,47921.5
Bemidji State University,MN,1.0,Not MSI,2355.0,30000.0,5878.0,23512.0,25803.14,103212.56,Minnesota,47.48,-94.87,https://www.bemidjistate.edu/admissions/,26.0,3.0,2.0,3.0,3.0,0.0,78.0,58.0,42.0,0.058884,0.003099,0.085744,0.025826,0.166322,0.235537,19802.66667,19802.66667,11471.0,12900.0,14081.0,48040.0,41936.0,47921.5
Concordia University-Saint Paul,MN,0.0,AANAPII,2355.0,30000.0,10316.0,41264.0,30241.14,120964.56,Minnesota,44.95,-93.15,https://www.csp.edu/admissions/,39.0,0.0,11.0,13.0,8.0,0.0,54.0,66.0,34.0,0.035345,0.008621,0.031034,0.000862,0.40431,0.223276,34400.0,34400.0,13781.0,11314.0,13765.0,48749.0,61834.0,47921.5
Wheeling University,WV,1.0,Not MSI,1902.0,30000.0,9489.0,37956.0,25558.49,102233.96,West Virginia,40.07,-80.69,www.wheeling.edu/admissions/,11.0,1.0,2.0,17.0,3.0,0.0,40.0,38.0,62.0,0.023529,0.011765,0.082353,0.0,0.270588,0.305882,38463.33333,38463.33333,27405.0,12000.0,16156.0,54794.0,42329.0,47921.5
West Virginia University,WV,1.0,Not MSI,1902.0,30000.0,4567.0,18268.0,20636.49,82545.96,West Virginia,39.63,-79.95,admissions.wvu.edu/,4.0,0.0,2.0,3.0,4.0,0.0,81.0,52.0,48.0,0.152643,0.048238,0.023348,0.055947,0.095595,0.144714,19685.33333,36029.33333,9179.0,15000.0,14774.0,52314.0,45891.0,47921.5
Edgewood College,WI,1.0,Not MSI,1774.0,30000.0,17301.0,69204.0,34643.63,138574.52,Wisconsin,43.06,-89.42,www.edgewood.edu/admissions/freshman-students,8.0,0.0,3.0,4.0,11.0,0.0,76.0,68.0,32.0,0.08871,0.0,0.091398,0.045699,0.314516,0.22043,44262.0,44262.0,20795.0,19500.0,21461.0,52071.0,54085.0,47921.5
Concordia University-Wisconsin,WI,1.0,Not MSI,1774.0,30000.0,15698.0,62792.0,33040.63,132162.52,Wisconsin,43.25,-87.92,https://www.cuw.edu/admissions,18.0,0.0,2.0,9.0,7.0,0.0,72.0,62.0,38.0,0.064759,0.003012,0.058735,0.00753,0.296687,0.311747,45985.33333,45985.33333,17540.0,19349.0,18692.0,47749.0,51163.0,47921.5
Lakeland University,WI,1.0,Not MSI,1774.0,30000.0,13525.0,54100.0,30867.63,123470.52,Wisconsin,43.84,-87.88,lakeland.edu/admissions,49.0,1.0,5.0,7.0,8.0,0.0,61.0,57.0,43.0,0.076923,0.0,0.038462,0.027149,0.00905,0.662896,43044.66667,43044.66667,18810.0,15155.0,21498.0,47598.0,52728.0,47921.5
Augsburg University,MN,0.0,AANAPII,2355.0,30000.0,16336.0,65344.0,36261.14,145044.56,Minnesota,44.97,-93.24,www.augsburg.edu/firstyear,14.0,1.0,11.0,23.0,13.0,0.0,41.0,56.0,44.0,0.065543,0.020599,0.088015,0.071161,0.134831,0.192884,55391.66667,55391.66667,21892.0,19000.0,20000.0,51947.0,57213.0,47921.5
Alverno College,WI,0.0,HSI,1774.0,30000.0,12264.0,49056.0,29606.63,118426.52,Wisconsin,42.98,-87.97,https://www.alverno.edu/High-School-Admisisons,27.0,1.0,6.0,15.0,35.0,0.0,37.0,97.0,3.0,0.043478,0.105072,0.112319,0.01087,0.449275,0.083333,44052.0,44052.0,16173.0,21961.0,25000.0,47483.0,47526.0,47921.5
Concord University,WV,1.0,Not MSI,1902.0,30000.0,3642.0,14568.0,19711.49,78845.96,West Virginia,37.42,-81.01,https://www.concord.edu/admissions,11.0,0.0,1.0,9.0,1.0,0.0,78.0,58.0,42.0,0.083832,0.173653,0.10479,0.107784,0.023952,0.194611,19030.0,28780.0,6959.0,10330.0,14346.0,38404.0,36067.0,47921.5
West Virginia Wesleyan College,WV,1.0,Not MSI,1902.0,30000.0,7903.0,31612.0,23972.49,95889.96,West Virginia,38.99,-80.22,www.wvwc.edu/admissions,2.0,1.0,1.0,14.0,4.0,0.0,72.0,54.0,46.0,0.125,0.0,0.086538,0.043269,0.168269,0.139423,42361.66667,42361.66667,15404.0,17375.0,18818.0,47128.0,36653.0,47921.5
West Virginia University Institute of Technology,WV,1.0,Not MSI,1902.0,30000.0,2297.0,9188.0,18366.49,73465.96,West Virginia,37.78,-81.18,admissions.wvutech.edu/,6.0,0.0,1.0,4.0,2.0,0.0,79.0,49.0,51.0,0.233945,0.105505,0.0,0.009174,0.022936,0.183486,18104.0,29672.0,7071.0,15000.0,14774.0,52314.0,45891.0,47921.5
West Liberty University,WV,1.0,Not MSI,1902.0,30000.0,8718.0,34872.0,24787.49,99149.96,West Virginia,40.16,-80.6,www.westliberty.edu/admissions/,7.0,0.0,1.0,4.0,0.0,0.0,79.0,64.0,36.0,0.138889,0.078704,0.115741,0.020833,0.212963,0.171296,20078.66667,28027.66667,12051.0,15784.0,18202.0,41900.0,38655.0,47921.5
West Virginia State University,WV,0.0,HBCU,1902.0,30000.0,4312.0,17248.0,20381.49,81525.96,West Virginia,38.38,-81.77,www.wvstateu.edu/Admissions.aspx,9.0,0.0,1.0,9.0,2.0,0.0,78.0,58.0,42.0,0.032787,0.120219,0.087432,0.040984,0.035519,0.20765,20323.66667,26011.66667,13376.0,12990.0,18924.0,35831.0,29935.0,47921.5
Carthage College,WI,1.0,Not MSI,1774.0,30000.0,14682.0,58728.0,32024.63,128098.52,Wisconsin,42.62,-87.82,www.carthage.edu/admissions/,2.0,0.0,2.0,6.0,15.0,0.0,69.0,56.0,44.0,0.097196,0.001869,0.054206,0.057944,0.11028,0.203738,44866.66667,44866.66667,21735.0,19500.0,16666.0,54947.0,47488.0,47921.5
Carroll University,WI,1.0,Not MSI,1774.0,30000.0,15367.0,61468.0,32709.63,130838.52,Wisconsin,43.0,-88.23,www.carrollu.edu/admissions,5.0,0.0,3.0,2.0,10.0,0.0,76.0,69.0,31.0,0.0729,0.0,0.058637,0.012678,0.259905,0.137876,46406.0,46406.0,19805.0,22870.0,18750.0,50063.0,49326.0,47921.5
Bethel University,MN,1.0,Not MSI,2355.0,30000.0,16991.0,67964.0,36916.14,147664.56,Minnesota,45.06,-93.16,https://www.bethel.edu/admissions/,11.0,0.0,6.0,5.0,6.0,0.0,78.0,61.0,39.0,0.062038,0.0,0.121123,0.059084,0.183161,0.197932,52308.66667,52308.66667,20410.0,19500.0,12500.0,53565.0,60334.0,47921.5
Westfield State University,MA,1.0,Not MSI,2015.0,30000.0,4418.0,17672.0,29301.13,117204.52,Massachusetts,42.13,-72.8,www.westfield.ma.edu/admissions,12.0,0.0,2.0,5.0,11.0,0.0,71.0,56.0,44.0,0.042927,0.091707,0.110244,0.040976,0.094634,0.14439,23196.0,29276.0,12032.0,17850.0,11134.0,51175.0,52928.0,47921.5
Simmons University,MA,1.0,Not MSI,2015.0,30000.0,12768.0,51072.0,37651.13,150604.52,Massachusetts,42.34,-71.1,https://www.simmons.edu/undergraduate/admission-and-financial-aid,8.0,0.0,11.0,8.0,14.0,0.0,57.0,100.0,0.0,0.09633,0.0,0.002294,0.066514,0.408257,0.050459,57940.0,57940.0,12476.0,21000.0,22000.0,58580.0,46165.0,47921.5
Smith College,MA,1.0,Not MSI,2015.0,30000.0,283.0,1132.0,25166.13,100664.52,Massachusetts,42.32,-72.64,www.smith.edu/admission/,3.0,0.0,10.0,6.0,13.0,0.0,50.0,100.0,0.0,0.130148,0.0,0.019769,0.187809,0.0,0.0,71366.66667,71366.66667,11678.0,15500.0,16472.0,56604.0,51159.0,47921.5
University of Massachusetts-Dartmouth,MA,1.0,Not MSI,2015.0,30000.0,7372.0,29488.0,32255.13,129020.52,Massachusetts,41.63,-71.0,www.umassd.edu/admissions/,16.0,0.0,3.0,16.0,11.0,0.0,57.0,52.0,48.0,0.123941,0.013087,0.003849,0.101617,0.151655,0.274827,26671.66667,42416.66667,16996.0,17500.0,17500.0,60978.0,40750.0,47921.5
